,sentence,label,split
8370,youthful environment offer great opportunity professional development,0,train
8371,fpt software da nang vietnam,1,train
8372,assist monitor work product development service,1,train
8373,determine meet specification quality standard initiate,0,train
8374,create test plan test case accurately follow test process fuel swift,1,train
8375,prepare submit detail report bug error detect conduct,1,train
8376,validate new content feature fix development team support,1,train
8377,deep investigation issue report,1,train
8378,experience ios platform 1 year core game team asphalt 8,1,train
8379,airbone support ios game,1,train
8380,communication english,1,train
8381,verbal write,1,train
8382,good knowledge software qa,1,train
8383,ability prioritize plan,1,train
8384,dedicate responsible effectively,0,train
8385,experience work school project website,1,train
8386,knowledge sql html css javascript react,1,train
8387,apply client server model api request build,1,train
8388,management system duy tan university student,1,train
8389,javascrip html css,1,train
8390,javascrip html css reactjs,1,train
8391,knowledge html css javascript,1,train
8392,good knowledge ux design documentation,1,train
8393,experience knowledge html css javascript,1,train
8394,basic knowledge nodejs express mongodb,1,train
8395,able learn grasp master new technology fast,0,train
8396,good teamwork communication,1,train
8397,canteen management system project help,0,train
8398,manage sell product canteen nodejs,1,train
8399,mongodb express,1,train
8400,ux,1,train
8401,technique algorithm predictive model different industry solve realworld business,1,train
8402,technology university da nang,1,train
8403,advanced java programming class,1,train
8404,java class,1,train
8405,help student fix error code,0,train
8406,da nang blood donation organization,0,train
8407,participate training key ho chi minh communist youth union,0,train
8408,certificate completion computer software course codelearn,1,train
8409,certificate completion python course kaggle,1,train
8410,certificate completion computer communication network,1,train
8411,certificate completion python course codelearn,1,train
8412,certificate completion foundation experience ux,1,train
8413,receive certificate merit student outstanding achievement,1,train
8414,achievement study follow ho chi minhs ideology morality,0,train
8415,c / c /,1,train
8416,html / css / javascript,1,train
8417,powerpoint,1,train
8418,final year student major information technology,1,train
8419,love experience gain practical knowledge,0,train
8420,capable create responsive website html5 css,1,train
8421,pure javascript template library,1,train
8422,bootstrap jquery knowledge oopobject,1,train
8423,orient programming basis ui design,1,train
8424,c r e e r o b j e c t v e s,0,train
8425,programming javascript java basic sql,1,train
8426,library jquery bootstrap spring mvc,1,train
8427,photoshop basic,1,train
8428,teamwork / collaboration,1,train
8429,flexibility / adaptability,0,train
8430,p e r s o n l p r o j e c t s,0,train
8431,project pure html css,1,train
8432,demo link s h o p e e c l o n e,0,train
8433,app html5 css javascript,1,train
8434,demo link m u s c p l y e r,0,train
8435,p e r s o n l e x p e r e n c e s,0,train
8436,internship fpt software dn,1,train
8437,train java core oop sql framework spring core html,1,train
8438,build project web hotel reservation java framework,1,train
8439,application allow user listen music directly,1,train
8440,talented machine learn programmer strong background programming experience,1,train
8441,cuttingedge development tool articulate professional communication skill formal presentation,1,train
8442,technical documentation highly productive teambase selfmanage project,0,train
8443,python fundamental,1,train
8444,prediction system predict potential customer banking decision tree algorithm 2021,1,train
8445,system help bank predict potential customer,1,train
8446,research algorithm,1,train
8447,python machine learn algorithm sql server,1,train
8448,web help user buy lot equipment,1,train
8449,aspnet c sql server,1,train
8450,language python java html aspnet c,1,train
8451,office ms word ms excel ms power point,1,train
8452,n g u y e n c h u q u n g m n h,0,train
8453,favorite watchlist teamwork project,1,train
8454,tech stack java android studio firebase git,1,train
8455,description cinema lover web version,1,train
8456,cinema critic write react js,1,train
8457,science technology look,0,train
8458,t e c hnical kn o w l e d g e,0,train
8459,proficient javascript reactjs html css,1,train
8460,familiar c java php nextjs python,1,train
8461,c o n tact v,0,train
8462,participate develop product,0,train
8463,english speak listen skill,1,train
8464,programming algorithm,1,train
8465,specialty software engineer,1,train
8466,20132018 danang university technology science,1,train
8467,organization asiantech,0,train
8468,position research code,1,train
8469,organization kubtech,0,train
8470,developer 6 experience month software experience computer vision machine,1,train
8471,hard work team workinghigh self motivation,0,train
8472,practical experience 2017,0,train
8473,technical skill c python,1,train
8474,c python,1,train
8475,programming language app framework tool,1,train
8476,machine learn algorithm svm kmean decisontree randomforest knn,1,train
8477,deep learn algorithm single shoot mutibox detector ssd fast rcnn object,1,train
8478,python library scikitlearn panda matplotlib seaborn numpy scipy,1,train
8479,objective project2 develop game c,1,train
8480,development environment,0,train
8481,caculate traffic volume vehicle type,0,train
8482,recognition license plate machine learn algorithm,1,train
8483,p project c python,1,train
8484,opencv stateoftheart algorithm,1,train
8485,build model optimizer algorithm,1,train
8486,involve work utilize skill creatively involve system,1,train
8487,effectively contribute growth organization,0,train
8488,employ develop skill development company,0,train
8489,read news book new technology,0,train
8490,listen singe music play football good goal keeper player table tennis,0,train
8491,senior danang university science technology,1,train
8492,mymajor information technology believe interesting field future hope,0,train
8493,togive society responsible person soon hope spend lot time,0,train
8494,python flask framework,1,train
8495,app order food mobile technology,1,train
8496,java programming,1,train
8497,python django framework,1,train
8498,responsible work cut edge technology geek,0,train
8499,creative seeker,0,train
8500,experience work web application,1,train
8501,database relational database script mysql ms sql server,1,train
8502,o end html5 / css3 / javascript,1,train
8503,major software engineer 20162021,0,train
8504,java spring framework restful api mysql,1,train
8505,net core entity framework linq restful api postgresql,1,train
8506,java core sql server eclipse,1,train
8507,java spring jpa spring boot spring security restful api mysql,1,train
8508,fpt software 2021 individual,1,train
8509,web programming 2021 team 3,0,train
8510,c postgresql aspnet core mvc,1,train
8511,java jsp servlet eclipse html sql server,1,train
8512,web programming 2020 team 4,0,train
8513,opportunity learn experience real,0,train
8514,redux redux thunk,1,train
8515,technology reactjs react hook,1,train
8516,firebase material ui bootstrap scss,1,train
8517,redux firebase style component bootstrap,1,train
8518,description help people communicate,0,train
8519,nearly 2 year 4 month learn java school 4 month internship,1,train
8520,code engine studio use agile scrum restful api java spring build,1,train
8521,project friendly fun sociable person ability work,0,train
8522,sql server postgre sql,1,train
8523,fpt polytechnic major developer java,1,train
8524,intership code engine studio dev developer java,1,train
8525,write function apis project upgrade code,1,train
8526,work heroku postgre sql swagger document gitlab,1,train
8527,code java spring programming backend,1,train
8528,learn java,1,train
8529,learn html css,1,train
8530,learn java spring,1,train
8531,increase ability think programmatically manage upgrade maintain,0,train
